0.03786933	-0.030079553	0.0032659785	-0.006753468	-0.01268918	0.0049143624	0.0019741368	-0.003130355	0.0077327443	-0.009876485	-0.02694309	0.023139536	-0.03894925	0.013629972	0.021070838	-0.03171947
0.017283604	-0.046115126	-0.033189088	-0.05403049	0.0019493173	-0.040376063	0.02387885	0.032321062	-0.029493293	-0.007646763	-0.029454995	0.011279449	-0.0073026093	-0.060348097	-0.03990696	-0.029844966
-0.03382494	-0.06287882	0.007004918	-0.03563594	0.0073963315	-0.024296857	-0.046987645	0.007027692	0.027160762	-0.020311523	-0.044729393	-0.00963048	-0.028481333	-0.00984529	-0.06503685	0.08574988
0.067017436	-0.03379807	0.067865364	-0.004817609	-0.0029344382	-0.03272869	0.015104511	-0.04838975	0.008160472	-0.0078818295	0.022494303	0.04416954	-0.025811959	0.0135891335	-0.04068141	0.030563308
0.055074777	0.005841818	-0.036176924	0.07061964	0.008954952	-0.0010332115	-0.027874669	0.018513938	-0.023257779	-0.028866364	0.034032505	-0.023310672	0.002764447	0.036284454	-0.021294406	0.015414745
0.021823505	0.059948254	0.0028408233	-0.0032665902	-0.015452443	0.048910126	0.04390716	0.028359069	-0.028400928	-0.03340362	0.07344843	0.018895954	0.040199157	0.009013587	0.022299344	-0.0028273356
-0.029242786	-0.004808055	0.07729579	0.01151151	-0.03855565	0.029603725	0.010145468	-0.061325435	-0.0043675904	0.01906403	-0.029038053	-0.043044366	-0.025397945	0.027426431	-0.0015704896	0.054888744
-0.03513066	0.056216348	-0.0012977137	0.035358395	-0.029334031	0.05399151	0.004972328	0.03044416	-0.01573638	0.0011900708	0.004764392	-0.0053250417	0.013025594	0.050702985	0.020374114	-0.009977758
0.0428154	-0.015623985	0.05848247	-0.0694411	0.012212748	0.039435904	-0.024295323	-0.016418792	0.061440647	-0.04190781	0.056187578	-0.00032072025	-0.055803966	-0.059607588	-0.0381713	0.027369568
-0.12305549	0.04201654	0.029716363	-0.012501519	-0.04412258	0.02504507	-0.015215	-0.042680614	-0.050940428	0.03624232	-0.028171254	-0.029875318	-0.03720074	-0.016422383	-0.004506275	0.009345046
-0.024071377	0.007684853	0.022438109	0.01935619	-0.01830132	-0.043787308	0.032817457	0.019938089	-0.01841203	-0.049051583	0.0004742436	-0.020046806	-0.01778007	-0.035535324	0.0118796555	-0.03162611
-0.114028566	-0.015266263	-0.00088585226	-0.015732272	-0.008884212	0.034002684	-0.015025514	-0.10613814	0.029516298	0.031044185	0.011515154	-0.08777103	0.013935114	-0.06591843	0.06621392	0.0027073582
0.044948168	0.021141225	0.078450896	-0.015176579	-0.030782295	-0.07515528	-0.022562247	0.01403761	-0.03539403	0.015858397	0.012090248	-0.02829544	0.012781847	-0.021157822	-0.013617641	-0.018133137
-0.026131604	0.058732126	-0.056552276	-0.012912606	0.022088397	0.020685518	-0.059210923	0.010565819	0.03630164	0.037547562	-0.0102128815	-0.04594083	0.032099217	-0.021697503	0.083304405	-0.08789587
-0.022665413	-0.011291109	0.023021296	-0.01038393	-0.0007060264	-0.014942837	-0.008807285	0.0068716095	-0.02115156	-0.026939414	-0.04506097	0.058634143	0.017234042	-0.013294365	-0.024703255	0.024548106
0.06309072	-0.008843778	-0.02096229	0.018916342	0.052976497	0.01489301	-0.06663235	-0.031403802	-0.010201296	-0.013484302	0.0022180262	-0.008961827	-0.025371542	0.007973817	-0.011737043	-0.010286915
0.008101263	0.012304062	0.03043318	-0.0011374673	0.03076424	0.044716563	0.027591152	0.00996518	-0.03949567	-0.012434106	-0.032709185	-0.028245969	-0.023638876	-0.019054314	0.0074704476	0.01412813
-0.050481405	0.025025219	0.0013631899	0.027208852	0.080994844	-0.02244289	-0.025146052	-0.031142313	0.009160818	0.03400391	-0.022596067	0.020554943	0.0078061367	0.06815995	-0.030070085	0.030340122
-0.081305295	0.01476912	0.017631559	-0.023519635	0.04702845	-0.00958829	0.038501006	0.02556992	-0.020795355	0.01871782	-0.0024259028	-0.15236022	0.037835527	-0.063140295	0.049746655	-0.041770015
-0.0910735	0.0040183105	0.028906487	-0.0098064635	-0.07207822	0.011189082	-0.016983893	-0.010000232	0.007679531	0.043120433	0.0056865048	-0.039391313	0.017399075	-0.01073847	-0.05904276	-0.0105114505
-0.00012393213	0.00419848	0.02099793	0.0063385814	-0.030760428	0.041562643	-0.016669778	0.020953506	0.03316319	0.032988556	-0.0060890918	0.043325476	-0.010252018	-0.020878972	0.02239842	-0.03229838
0.11588678	0.01599543	-0.04288124	-0.04308087	-0.0026524581	-0.011159921	-0.13307472	0.08110674	0.026330689	-0.021208528	0.020119295	0.064888254	0.017520705	0.054397076	0.060677517	-0.087850496
-0.09536778	-0.054813866	-0.003190688	-0.035147823	-0.060395762	-0.011218076	0.02043597	0.051250238	0.0031080912	-0.09433153	-0.010266793	-0.008066665	-0.021205423	-0.06397047	-0.081040494	0.08084552
0.09671267	-0.029728219	-0.01860388	-0.003822347	-0.0050187716	-0.06903547	-0.05272101	0.08452644	-0.022058673	-0.03718838	0.029482706	0.025594046	-0.019402582	0.007473735	-0.024557913	0.0065797167
